Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,ARD Version,Units,Collection Number,UL Corner Lat DMS,UL Corner Long DMS,UR Corner Lat DMS,UR Corner Long DMS,LR Corner Lat DMS,LR Corner Long DMS,LL Corner Lat DMS,LL Corner Long DMS,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,Display ID,Entity ID
LE07_CU_003012_20200906_20210504_02,2020/09/06,CU,3,12,2021/05/04,0.1763,0.2085,0,78.935,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200906_20210504_02,LE07_CU_003012_20200906_20210504_02
LC08_CU_003012_20200912_20210504_02,2020/09/12,CU,3,12,2021/05/04,42.0153,6.6897,0,88.4729,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200912_20210504_02,LC08_CU_003012_20200912_20210504_02
LE07_CU_003012_20200913_20210504_02,2020/09/13,CU,3,12,2021/05/04,20.6493,5.4945,0,20.1912,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200913_20210504_02,LE07_CU_003012_20200913_20210504_02
LC08_CU_003012_20200914_20210504_02,2020/09/14,CU,3,12,2021/05/04,1.3461,1.6167,0,77.0188,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200914_20210504_02,LC08_CU_003012_20200914_20210504_02
LE07_CU_003012_20200920_20210504_02,2020/09/20,CU,3,12,2021/05/04,22.2609,6.7159,0,93.982,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200920_20210504_02,LE07_CU_003012_20200920_20210504_02
LC08_CU_003012_20200921_20210504_02,2020/09/21,CU,3,12,2021/05/04,37.5765,3.0294,0,1.8054,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200921_20210504_02,LC08_CU_003012_20200921_20210504_02
LE07_CU_003012_20200922_20210504_02,2020/09/22,CU,3,12,2021/05/04,0.2959,0.2045,0,79.2285,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200922_20210504_02,LE07_CU_003012_20200922_20210504_02
LC08_CU_003012_20200928_20210504_02,2020/09/28,CU,3,12,2021/05/04,57.1048,3.2851,0,88.7528,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200928_20210504_02,LC08_CU_003012_20200928_20210504_02
LE07_CU_003012_20200929_20210504_02,2020/09/29,CU,3,12,2021/05/04,27.5662,7.0581,0,20.2628,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200929_20210504_02,LE07_CU_003012_20200929_20210504_02
LC08_CU_003012_20200930_20210504_02,2020/09/30,CU,3,12,2021/05/04,0.0206,0.0515,0,76.6608,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200930_20210504_02,LC08_CU_003012_20200930_20210504_02
LE07_CU_003012_20201006_20210504_02,2020/10/06,CU,3,12,2021/05/04,27.5004,11.6946,0.0001,94.3164,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201006_20210504_02,LE07_CU_003012_20201006_20210504_02
LE07_CU_003012_20201008_20210504_02,2020/10/08,CU,3,12,2021/05/04,56.622,8.0538,0,78.5096,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201008_20210504_02,LE07_CU_003012_20201008_20210504_02
LC08_CU_003012_20201014_20210504_02,2020/10/14,CU,3,12,2021/05/04,0.0647,0.206,0,88.6739,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201014_20210504_02,LC08_CU_003012_20201014_20210504_02
LE07_CU_003012_20201015_20210504_02,2020/10/15,CU,3,12,2021/05/04,18.4475,1.812,0,20.5575,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201015_20210504_02,LE07_CU_003012_20201015_20210504_02
LC08_CU_003012_20201016_20210504_02,2020/10/16,CU,3,12,2021/05/04,11.9738,2.8196,0,76.8576,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201016_20210504_02,LC08_CU_003012_20201016_20210504_02
LE07_CU_003012_20201022_20210504_02,2020/10/22,CU,3,12,2021/05/04,98.2941,1.2912,0,94.7105,LANDSAT_7,ETM,1,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201022_20210504_02,LE07_CU_003012_20201022_20210504_02
LC08_CU_003012_20201023_20210504_02,2020/10/23,CU,3,12,2021/05/04,87.9095,3.6869,0.0028,1.7484,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201023_20210504_02,LC08_CU_003012_20201023_20210504_02
LE07_CU_003012_20201024_20210504_02,2020/10/24,CU,3,12,2021/05/04,86.9423,2.6553,0.0072,77.9338,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201024_20210504_02,LE07_CU_003012_20201024_20210504_02
LC08_CU_003012_20201030_20210504_02,2020/10/30,CU,3,12,2021/05/04,0.2908,0.766,0,88.2879,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201030_20210504_02,LC08_CU_003012_20201030_20210504_02
LE07_CU_003012_20201031_20210504_02,2020/10/31,CU,3,12,2021/05/04,20.2245,2.639,0,20.8002,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201031_20210504_02,LE07_CU_003012_20201031_20210504_02
LE07_CU_003012_20201107_20210504_02,2020/11/07,CU,3,12,2021/05/04,18.1908,3.7501,0.3984,94.8208,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201107_20210504_02,LE07_CU_003012_20201107_20210504_02
LE07_CU_003012_20201109_20210504_02,2020/11/09,CU,3,12,2021/05/04,1.3802,1.7452,0.6091,77.6246,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201109_20210504_02,LE07_CU_003012_20201109_20210504_02
LC08_CU_003012_20201115_20210505_02,2020/11/15,CU,3,12,2021/05/05,0.0102,0,0,87.771,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201115_20210505_02,LC08_CU_003012_20201115_20210505_02
LE07_CU_003012_20201116_20210504_02,2020/11/16,CU,3,12,2021/05/04,0.0616,0.0749,0.0011,20.9135,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201116_20210504_02,LE07_CU_003012_20201116_20210504_02
LC08_CU_003012_20201117_20210504_02,2020/11/17,CU,3,12,2021/05/04,21.227,6.3348,0.0012,77.8686,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201117_20210504_02,LC08_CU_003012_20201117_20210504_02
LE07_CU_003012_20201123_20210504_02,2020/11/23,CU,3,12,2021/05/04,0.3488,0.2373,0,94.8332,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201123_20210504_02,LE07_CU_003012_20201123_20210504_02
LC08_CU_003012_20201124_20210504_02,2020/11/24,CU,3,12,2021/05/04,4.4587,4.0767,0,1.6607,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201124_20210504_02,LC08_CU_003012_20201124_20210504_02
LE07_CU_003012_20201125_20210504_02,2020/11/25,CU,3,12,2021/05/04,27.5709,4.8613,0.0013,77.6222,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201125_20210504_02,LE07_CU_003012_20201125_20210504_02
LC08_CU_003012_20201201_20210504_02,2020/12/01,CU,3,12,2021/05/04,0.0081,0.009,0,88.7525,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201201_20210504_02,LC08_CU_003012_20201201_20210504_02
LE07_CU_003012_20201202_20210504_02,2020/12/02,CU,3,12,2021/05/04,0.717,0.5493,0.0002,20.7699,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201202_20210504_02,LE07_CU_003012_20201202_20210504_02
LC08_CU_003012_20201203_20210504_02,2020/12/03,CU,3,12,2021/05/04,0.0071,0.0144,0,76.5774,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201203_20210504_02,LC08_CU_003012_20201203_20210504_02
LE07_CU_003012_20201209_20210504_02,2020/12/09,CU,3,12,2021/05/04,1.8436,2.255,0.02,94.5913,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201209_20210504_02,LE07_CU_003012_20201209_20210504_02
LC08_CU_003012_20201210_20210504_02,2020/12/10,CU,3,12,2021/05/04,42.6856,18.7432,0.0196,1.887,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201210_20210504_02,LC08_CU_003012_20201210_20210504_02
LE07_CU_003012_20201211_20210504_02,2020/12/11,CU,3,12,2021/05/04,44.0543,7.314,0.0275,78.0736,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201211_20210504_02,LE07_CU_003012_20201211_20210504_02
LC08_CU_003012_20201217_20210504_02,2020/12/17,CU,3,12,2021/05/04,8.2904,5.2436,0.0286,88.928,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201217_20210504_02,LC08_CU_003012_20201217_20210504_02
LE07_CU_003012_20201218_20210504_02,2020/12/18,CU,3,12,2021/05/04,0.1417,0.1711,0.001,20.4774,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201218_20210504_02,LE07_CU_003012_20201218_20210504_02
LC08_CU_003012_20201219_20210504_02,2020/12/19,CU,3,12,2021/05/04,0.0069,0.0132,0,76.4174,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201219_20210504_02,LC08_CU_003012_20201219_20210504_02
LE07_CU_003012_20201225_20210504_02,2020/12/25,CU,3,12,2021/05/04,0.0014,0,0.0002,94.3519,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201225_20210504_02,LE07_CU_003012_20201225_20210504_02
LC08_CU_003012_20201226_20210504_02,2020/12/26,CU,3,12,2021/05/04,14.0967,9.5216,0.0428,1.8153,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20201226_20210504_02,LC08_CU_003012_20201226_20210504_02
LE07_CU_003012_20201227_20210504_02,2020/12/27,CU,3,12,2021/05/04,95.8511,4.1163,0.0116,78.301,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20201227_20210504_02,LE07_CU_003012_20201227_20210504_02
